(пуловеры мужские джемпера)||no|common||menu_item||jumpers_cardigans|subject=215;160;161;163;158;2572;3644;3999;4609;4611;4612;4613;4614;4616;4618;4637;4639;4646;5206;41;150;153;159;184;217;225;233;1554;1724;2546;5202;5265&kind=0;1|()
(брюки зарина)|10115482|no|common||elasticsearch|--context-brand="zarina" --context-subject="брюки" --query="zarina штаны"|presets/bucket_578|preset=10115482|()
(туника большие размеры)|10130242|no|common||elasticsearch|--context-subject="туника" --query="туника женская большого размера одежда"|presets/bucket_28|preset=10130242&kind=0;2|()
(vans кеды обувь)|10017025|no|common||elasticsearch|--context-subject="кеды" --query="vans кеды обувь"|presets/bucket_127|preset=10017025|()
(пижама для малышей)|10017203|no|common||elasticsearch|--context-subject="пижама" --query="пижама детская"|presets/bucket_215|preset=10017203&kind=3|()
(кроссовки reebok обувь)|10014027|no|common||elasticsearch|--context-brand="reebok" --context-subject="кроссовки" --query="кроссовки reebok" --filter="parentSubject:(обувь)"|presets/bucket_294|preset=10014027|()
(матрас дом и дача)|10087804|no|common||elasticsearch|--context-subject="матрас для кровати" --query="матрас на кровать дом и дача"|presets/bucket_384|preset=10087804|()
(контейнер для ватных палочек)|10017474|no|common||elasticsearch|--query="контейнер для ватных палочек" --irrelevant-score-percent=0|presets/bucket_306|preset=10017474|()
(для велосипеда)|10017516|no|common||elasticsearch|--query="для велосипеда"|presets/bucket_71|preset=10017516|()
(компьютерные игры)||no|common||||children_things|subject=532|()
(zain рюкзак)|10108196|no|common||elasticsearch|--context-subject="рюкзак" --query="рюкзак заин"|presets/bucket_21|preset=10108196|()
(планшет самсунг)|10018168|no|common||elasticsearch|--context-subject="планшет самсунг" --query="планшет самсунг"|presets/bucket_582|preset=10018168|()
(naik)|10018445|no|common||elasticsearch|--query="naik"|presets/bucket_272|preset=10018445|()
(цепочка для сумки)|10018454|no|common||elasticsearch|--query="цепочка для сумки"|presets/bucket_196|preset=10018454|()
(рахат лукум)|10027953|no|common||elasticsearch|--context-brand="рахат" --context-subject="рахат-лукум" --query="рахат лукум"|presets/bucket_471|preset=10027953|()
(женские толстовки твое)|10018791|no|common||elasticsearch|--context-brand="твое" --context-subject="толстовка" --query="женские толстовки твое"|presets/bucket_279|preset=10018791|()
(жилет школьный)|10019287|no|common||elasticsearch|--context-subject="жилет" --query="жилет школьный"|presets/bucket_579|preset=10019287|()
(стол письменный)|77040013|no|common||catalog|"https://wbxcatalog-ru.wildberries.ru/housecraft/catalog?subject=592" "https://wbxcatalog-ru.wildberries.ru/rooms/catalog?subject=7648;7634;7630;7611;4340;2271" @sort: --apply-self-ranker-sales=false --apply-self-ranker-views=false|presets/bucket_254|preset=77040013|()
(длинное худи женское)|1040|no|common||elasticsearch|--context-subject="худи" --query="длинное худи женское"|presets/bucket_313|preset=1040|()
(одежда женская натали)|10020271|no|common||elasticsearch|--context-brand="натали" --query="одежда женская натали"|presets/bucket_67|preset=10020271|()
(медицинские брюки)|10063977|no|common||elasticsearch|--context-subject="брюки медицинские" --query="штаны медицинские"|presets/bucket_424|preset=10063977|()
(тренч мужской)|10020953|no|common||elasticsearch|--query="тренч мужской"|presets/bucket_12|preset=10020953|()
(куртка женская демисезонная короткая)|10015411|no|common||elasticsearch|--context-subject="куртка" --query="куртка женская демисезонная короткая"|presets/bucket_299|preset=10015411|()
(шлепки летние женские)|10021079|no|common||elasticsearch|--query="шлепки летние женские"|presets/bucket_20|preset=10021079|()
(корзина для цветов)|10021188|no|common||elasticsearch|--query="корзина для цветов"|presets/bucket_568|preset=10021188|()
(детские пуховики для мальчиков)||no|common||||presets/top100_3|preset=1007&kind=3;6|()
(кардиган детский для девочек)|10021968|no|common||elasticsearch|--context-subject="кардиган" --query="кардиган детский для девочек"|presets/bucket_639|preset=10021968&kind=3;5|()
(кофта женская с длинным рукавом)|10022158|no|common||elasticsearch|--context-subject="кофта" --query="кофта женская с длинным рукавом" --irrelevant-score-percent=0|presets/bucket_28|preset=10022158|()
(полка мебельная)|10022300|no|common||elasticsearch|--context-subject="полки мебельные" --query="полка мебельная"|presets/bucket_16|preset=10022300|()
(держатель для балдахина на детскую кроватку)|10023438|no|common||elasticsearch|--context-subject="держатель для балдахина" --query="держатель для балдахин"|presets/bucket_173|preset=10023438|()
(высокие джинсы женские)|10170310|no|common||elasticsearch|--context-subject="джинсы" --query="высокие джинсы женские"|presets/bucket_224|preset=10170310|()
(наволочка 50х70 сатин)|10000710|no|common||elasticsearch|--context-subject="наволочка" --query="наволочка" --max-product 70000 --filter="subjectId:(605 OR 1536 OR 3597)"|presets/bucket_529|preset=10000710&f993=5775731;5496544;4097873;5410630;5435566;3880801;4001282;4096938;4004487;5131173;5540230;5195352;3928015;407950;4851050;5042529;5526988;4002554;488522;4044148;5889592;4110434;408776;5021031;4019105;499611;498796;5597571;10472;576469;466597;570770;532515;3924480;442670;5492002|()
(свитер женский одежда)|10023644|no|common||elasticsearch|--context-subject="свитер" --query="свитер женский одежда"|presets/bucket_28|preset=10023644|()
(коврик в туалет)|10042133|no|common||elasticsearch|--query="коврик под унитаз"|presets/bucket_137|preset=10042133|()
(матрас в кроватку)|10023682|no|common||elasticsearch|--query="матрас в кроватку"|presets/bucket_533|preset=10023682|()
(шезлонг дом и дача)|10023892|no|common||elasticsearch|--query="шезлонг дом и дача"|presets/bucket_481|preset=10023892|()
(детские весенние куртки)|10069047|no|common||elasticsearch|--context-subject="куртка" --query="детские осенние куртки"|presets/bucket_216|preset=10069047|()
(сандалии и босоножки для девочки)|10024114|no|common||elasticsearch|--context-subject="сандалии" --query="сандалии и босоножки для девочки"|presets/bucket_117|preset=10024114|()
(витамин d)|10035565|no|common||elasticsearch|--context-subject="витаминные комплексы" --query="витамин d"|presets/bucket_499|preset=10035565|()
(подарок дедушке)|10024678|no|common||elasticsearch|--max-product 50000 --query="подарок дедушке"|presets/bucket_538|preset=10024678|()
(рюкзак школьный для подростков мальчиков)|10024901|no|common||elasticsearch|--context-subject="рюкзак" --query="рюкзак школьный для подростков мальчиков"|presets/bucket_180|preset=10024901|()
(земля для растений)|10025078|no|common||elasticsearch|--context-subject="грунт для растений" --query="земля для растений"|presets/bucket_35|preset=10025078|()
(шорты на девочку)||no|common||kind_item||pants|subject=151;133;5271;147;148;216;313;1695;3835;3995;4608;4617;4622;4625;4627;4638;4640;4641;4644;2617;5267;132;420;3810;2564;38;180;492;493;1778;5203;41&kind=3;5|()
(купальник для малышей)|77019038|no|common||elasticsearch|--context-subject="купальник" --query="купальник для малышей"|presets/bucket_232|preset=77019038|()
(плащ детский на девочку)|10026108|no|common||elasticsearch|--context-subject="плащ" --query="плащ детский на девочку"|presets/bucket_226|preset=10026108|()
(кошелек детский мальчики)|10026221|no|common||elasticsearch|--context-subject="кошельки" --query="кошелек детский мальчики"|presets/bucket_147|preset=10026221&kind=3;6|()
(томас мюнц женская обувь)|10026494|no|common||elasticsearch|--query="томас мюнц женская обувь"|presets/bucket_24|preset=10026494|()
(шорты для девочки одежда)|10026908|no|common||elasticsearch|--context-subject="шорты" --query="шорты для девочки одежда"|presets/bucket_32|preset=10026908|()
(ройбуш)||no|common||menu_item||product|subject=406&ext=89779|()
(вансы)|10180545|no|common||elasticsearch|--query="vens"|presets/bucket_20|preset=10180545|()
(желтый)||no|common||menu_item||product|subject=406&ext=25814|()
(чехол для коньков)|10028055|no|common||elasticsearch|--context-subject="чехол на коньки" --query="чехол для коньков"|presets/bucket_29|preset=10028055|()
(резиновые детские сапожки)|10028554|no|common||elasticsearch|--query="резиновые детские сапожки"|presets/bucket_695|preset=10028554|()
(протеиновый коктейль)|10028890|no|common||elasticsearch|--query="протеиновый коктейль"|presets/bucket_675|preset=10028890|()
(автоклав)|10029201|no|common||elasticsearch|--query="автоклав"|presets/bucket_13|preset=10029201|()
(седло для велосипеда)|10029178|no|common||elasticsearch|--query="седло для велосипеда"|presets/bucket_386|preset=10029178|()
(рюкзак для первоклассника)|10103035|no|common||elasticsearch|--context-subject="рюкзак" --query="школьный рюкзак для первоклассника"|presets/bucket_190|preset=10103035|()
(superman)||no|common||menu_item||children_things|kind=3;5;6&subject=1;2;3;4;6;200;739;1465&ext=12038|()
(апельсин)|10418|no|common||catalog|"https://wbxcatalog-ru.wildberries.ru/product/catalog?subject=5701" "https://wbxcatalog-ru.wildberries.ru/product/catalog?subject=3083&consists=15047;15898;71161;126828;7490;8309;3549;28436;42217;54388" "https://wbxcatalog-ru.wildberries.ru/product/catalog?subject=3083&f117964=139158" @sort: --apply-self-ranker-sales=false --apply-self-ranker-views=false|presets/bucket_290|preset=10418|()
(шкаф для одежды)|10029496|no|common||elasticsearch|--context-subject="шкаф для одежды" --query="шкаф для одежды"|presets/bucket_536|preset=10029496|()
