(обложка для стс)|200000110|yes|common||elasticsearch|--context-subject="обложка" --query="обложка для стс" --max-product=35000|presets/bucket_630|preset=200000110|()
(медуница)|200009012|yes|common||elasticsearch|--query="медуница" --max-product=35000|presets/bucket_225|preset=200009012|()
(тушь коллаген)|200009013|yes|common||elasticsearch|--context-subject="туши" --query="тушь коллаген" --max-product=35000|presets/bucket_222|preset=200009013|()
(скребок для ковров)|200009014|yes|common||elasticsearch|--query="скребок для ковров" --max-product=35000|presets/bucket_301|preset=200009014|()
(вышивка на сетке)|200009015|yes|common||elasticsearch|--query="вышивка на сетке" --max-product=35000|presets/bucket_228|preset=200009015|()
(картина наруто)|200009016|yes|common||elasticsearch|--query="картина наруто" --max-product=35000|presets/bucket_366|preset=200009016|()
(иконки игра)|200009017|yes|common||elasticsearch|--query="иконки игра" --max-product=35000|presets/bucket_229|preset=200009017|()
(ободок черный)|200009018|yes|common||elasticsearch|--context-subject="ободки" --query="ободок черный" --max-product=35000|presets/bucket_228|preset=200009018|()
(соляная лампа)|200009019|yes|common||elasticsearch|--query="соляная лампа" --max-product=35000|presets/bucket_227|preset=200009019|()
(крафт пакеты с ручками)|200009020|yes|common||elasticsearch|--query="крафт пакеты с ручками" --max-product=35000|presets/bucket_222|preset=200009020|()
(костюм кошки для девочки)|200009021|yes|common||elasticsearch|--context-subject="карнавальные костюмы" --query="костюм кошки для девочки" --max-product=35000|presets/bucket_131|preset=200009021|()
(пабло)|200009022|yes|common||elasticsearch|--query="пабло" --max-product=35000|presets/bucket_228|preset=200009022|()
